"DATAID","ASSIGNMENT","STRING","STRING","STRING","STRING","STRING","STRING","STRING","TARGET","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT"
"DATAID","ASSIGNMENT","Compound Group","CG2","Compound","SMILES","Formula","Source","Method","CN (Exp)","RotBFrac","TDB3s","MATS1e","VPC-4","ATSC2e","GATS1p","SPC-5","SHBint4","GATS7m","E3m","nwHBa","SpMax6_Bhp","SRW6","SP-6","AATS3e"
"364","T","Ketones","","2-heptanone","CCCCCC(C)=O","C7H14O","NREL (2014)","IQT","30","0.571428571","6.597306552","-0.003105134","0.102062073","0.098766083","1.567567372","0.204124145","0","1.426332617","0.02056854","1","1.55899181","4.94875989","0.288675135","7.309099583"
"365","T","Ketones","Cyclic","cyclopentanone","C1CCC(=O)C1","C5H8O","NREL (2014)","IQT","9","0","7.658928148","2.93E-16","0.144337567","0.065816408","1.295695716","0.433012702","0","0","0.015070458","1","0.399277246","5.017279837","0","7.42518"
"366","T","Ketones","","4-nonanone","CCCCCC(=O)CCC","C9H18O","NREL (2014)","IQT","43","0.666666667","6.092522062","-0.004077039","0.144337567","0.077897224","1.552547244","0.49279928","0","1.140168897","0.034131853","1","1.936220683","5.231108617","0.420630496","7.217741818"
"367","T","Ketones","","6-undecanone","CCCCCC(=O)CCCCC","C11H22O","NREL (2014)","IQT","49","0.727272727","5.648163101","-0.004703971","0.144337567","0.058297218","1.542990461","0.433012702","0","1.362359289","0.040409366","1","2.251041483","5.424950017","0.709305631","7.168342381"
"368","L","Naphthenes","","1-methyl-3-dodecylcyclohexane","CCCCCCCCCCCCC1CCCC(C1)C","C19H38","NREL (2014)","Unknown","70","0.578947368","4.183129546","-2.02E-14","0.777317077","-0.102769333","1.473684211","1.171928306","0","0.957894737","0.098016798","0","2.961496649","6.12905021","1.61467238","7.006266167"
"369","L","Naphthenes","","cyclohexyleicosane","CCCCCCCCCCCCCCCC(CCCC)C1CCCCC1","C26H52","Creton (2011)","Unknown","66","0.692307692","4.11128329","-8.94E-14","0.942809042","-0.158106667","1.480769231","1.5","0","0.980769231","0.100528967","0","3.218033295","6.415096959","2.391245262","7.001274667"
"370","L","Naphthenes","","methylcyclohexane","CC1CCCCC1","C7H14","Marquardt (2015)","IQT","24.4","0","4.215226609","1.43E-14","0.40824829","-0.031621333","1.428571429","0.433012702","0","0","0.097607237","0","1.467847241","5.209486153","0.204124145","6.999857933"
"371","L","Naphthenes","","propylcyclohexane","CCCC1CCCCC1","C9H18","Creton (2011)","Unknown","52","0.222222222","4.102937229","1.43E-14","0.433012702","-0.047432","1.444444444","0.65464793","0","0.515873016","0.126913982","0","1.62787375","5.433722004","0.49279928","6.997243487"
"372","L","Naphthenes","","cyclohexane","C1CCCCC1","C6H12","Marquardt (2015)","IQT","20","0","3.841511618","1.43E-14","0","-0.047432","1.416666667","0","0","0","0.02888827","0","1.27745173","4.890349128","0","6.954663765"
"373","L","Naphthenes","","n-butyldecalin","CCCCC1CCCC2C1CCCC2","C14H26","NREL (2014)","Unknown","31","0.2","4.228936755","0.045296167","1.380682095","-0.05241236","1.358885017","2.428869017","0","0.834879406","0.085508872","0","2.70105191","6.150602768","1.957663321","7.037578264"
"374","L","Naphthenes","","1,3,5-trimethylcyclohexane","CC1CC(C)CC(C)C1","C9H18","Marquardt (2015)","IQT","30.5","0","4.657490279","1.43E-14","1","2.03E-15","1.444444444","1.995781916","0","0","0.081541933","0","2.293440723","5.645446898","0.696923425","7.058958"
"375","L","Naphthenes","","sec-butyldecalin","CCC(C)C1CCCC2C1CCCC2","C14H26","Creton (2011)","Unknown","34","0.133333333","4.37961551","0.045296167","1.955023044","-0.02869636","1.358885017","3.19790649","0","0.642857143","0.098141782","0","2.706203496","6.224558429","1.899190608","7.056511907"
"376","L","Naphthenes","","2-methyl-2-cyclohexylpentadecane","CCCCCCCCCCCCCC(C)(C)C1CCCCC1","C22H44","Creton (2011)","Unknown","45","0.590909091","4.381183917","-6.35E-14","2.119135047","-0.079053333","1.477272727","2.76034625","0","0.89193825","0.138794678","0","3.009750601","6.391917113","1.744623315","7.028556821"
"377","L","Naphthenes","","2-methyl-2-decalyldecane","CCCCCCCCC(C)(C)C1CCCC2CCCCC12","C21H40","Creton (2011)","Unknown","37","0.363636364","4.47681867","0.030721966","2.89030698","-0.035800261","1.405529954","4.732066769","0","0.813971743","0.056098033","0","2.921949235","6.575075841","2.649415999","7.058967625"
"378","L","Naphthenes","","1,2,4-trimethylcyclohexane","CC1CCC(C(C1)C)C","C9H18","Marquardt (2015)","IQT","24.4","0","4.705488451","1.44E-14","1.478278096","2.03E-15","1.444444444","1.558028605","0","0","0.107227526","0","2.021823684","5.666426688","0.504473335","7.059262051"
"379","L","Naphthenes","Aromatics","n-propyltetralin","CCCC1=CC2=C(CCCC2)C=C1","C13H18","NREL (2014)","Unknown","8","0.142857143","5.488950041","0.043269231","0.726783146","-0.009106352","1.117788462","2.124064027","0","0.993589744","0.041830356","6","2.537239794","6.09356977","1.805410057","7.093041432"
"380","L","Naphthenes","","cyclohexyltetradecane","CCCCCCCCCCCCCCC1CCCCC1","C20H40","Creton (2011)","Unknown","57","0.65","4.063129943","-4.62E-14","0.433012702","-0.134390667","1.475","0.612372436","0","0.960465116","0.090871078","0","2.957615447","6.107022888","1.537575054","6.991632158"
"381","V","Naphthenes","","tert-butyldecalin","CC(C)(C)C1CCCC2CCCCC12","C14H26","NREL (2014)","Unknown","24","0.066666667","4.747914464","0.045296167","2.603353871","0.01873564","1.358885017","4.184341263","0","0.417439703","0.070933603","0","2.483650388","6.336825731","1.828266199","7.093643814"
"382","V","Naphthenes","","n-propyldecalin","CCCC1CCCC2C1CCCC2","C13H24","NREL (2014)","Unknown","35","0.142857143","4.22991825","0.048582996","1.380682095","-0.044694872","1.348178138","2.463386813","0","0.687418514","0.081764412","0","2.609049977","6.107022888","1.79838531","7.0413558"
"383","V","Naphthenes","","n-butylcyclohexane","CCCCC1CCCCC1","C10H20","NREL (2014)","IQT","47.8","0.3","4.098789074","2.32E-14","0.433012702","-0.055337333","1.45","0.612372436","0","0.780769231","0.119586188","0","1.954764314","5.517452896","0.637136847","6.996205655"
"384","V","Naphthenes","","ethylcyclohexane","CCC1CCCCC1","C8H16","NREL (2014)","IQT","35.8","0.125","4.132768734","2.32E-14","0.49279928","-0.039526667","1.4375","0.594861352","0","0","0.108936324","0","1.62787375","5.342334252","0.348461713","6.998552058"
"385","V","Naphthenes","","methylcyclopentane","CC1CCCC1","C6H12","NREL (2014)","IQT","17.2","0","4.174457477","1.43E-14","0.40824829","-0.023716","1.416666667","0.433012702","0","0","0.030276548","0","1.154824297","5.017279837","0","6.980113143"
"386","V","Naphthenes","","1,3,5-triisopropyl cyclohexane","CC(C)C1CC(CC(C1)C(C)C)C(C)C","C15H30 ","NREL (2014)","IQT","25.3","0.2","4.843781604","1.45E-14","2.991563832","0.023716","1.466666667","2.87944541","0","1.1","0.106971897","0","2.632059136","6.23636959","1.941403014","7.085117"
"387","V","Naphthenes","","Perhydro-phenanthrene","C1CCC2C(C1)CCC3C2CCCC3","C14H24","BioCompoundML (2016)","Unknown","38.8","0","4.24696399","0.085714286","1.82649207","-0.046643657","1.255357143","3.269075925","0","0.631626235","0.029922705","0","2.557486029","6.340359304","2.577742913","7.05940403"
"388","V","Naphthenes","","1,1,2,4-tetramethylcyclopentane","CC1CC(C(C1)(C)C)C","C9H18","Kubic (2016)","Unknown","34.2","0","5.243003641","1.44E-14","2.610990332","0.047432","1.444444444","3.212925398","0","0","0.135926336","0","2.253881136","5.855071922","0.166666667","7.110248105"
"389","T","Naphthenes","","1,1,2-Trimethylcyclohexane","CC1CCCCC1(C)C","C9H18","Kubic (2016)","Unknown","29","0","5.337791165","1.43E-14","2.425321265","0.023716","1.444444444","2.309822465","0","0","0.105182413","0","2.044670713","5.802118375","0.433012702","7.090271333"
"390","T","Naphthenes","","n-Propylcyclopentane","CCCC1CCCC1","C8H16","Kubic (2016)","Unknown","37","0.25","4.043857376","2.32E-14","0.433012702","-0.039526667","1.4375","0.65464793","0","0","0.031197487","0","1.56499256","5.283203729","0.348461713","6.98237403"
"391","T","Naphthenes","","tetrahydro-dicyclopentadiene","C1CC2C3CCC(C3)C2C1","C10H16","NREL (2014)","IQT","20.4","0","4.161920068","0.114285714","1.783239899","-0.019365728","1.160714286","3.238492022","0","0","0.083000802","0","2.233081495","6.137727054","1.78720836","7.045668308"
"392","T","Naphthenes","","1,3-dimethylcyclohexane","CC1CCCC(C1)C","C8H16","NREL (2014)","IQT","30.5","0","4.475633018","2.32E-14","0.741581624","-0.015810667","1.4375","1.093412989","0","0","0.088364783","0","1.555731248","5.451038454","0.451184464","7.033262319"
"393","T","Naphthenes","","1,2-dimethylcyclohexane","CC1CCCCC1C","C8H16","NREL (2014)","IQT","24","0","4.564704672","2.32E-14","1.138071187","-0.015810667","1.4375","1.040440115","0","0","0.11950657","0","1.472638375","5.476463552","0.333333333","7.033606029"
"394","T","Naphthenes","","2-ethyladamantane","CCC1C2CC3CC(C2)CC1C3","C12H20","NREL (2014)","IQT","42.7","0.071428571","4.347848386","0.098039216","2.041142254","-0.0088935","1.215686275","3.884066114","0","0.688888889","0.173028354","0","2.145396886","6.343880434","2.806912395","7.079358947"
"395","L","Olefins","Cyclic","beta-pinene","CC1(C2CCC(=C)C1C2)C","C10H16","NREL (2014)","IQT","21.3","0","5.643671056","0.059259259","2.930493096","0.032837538","1.203703704","4.31544863","0","0","0.143930856","2","2.000951171","6.385194399","1.145707649","7.138546056"
"396","L","Olefins","Cyclic","gamma-terpinene","CC1=CCC(=CC1)C(C)C","C10H16","Marquardt (2015)","IQT","20.3","0.1","5.944396448","1.50E-14","1.020056485","0.02062871","1.25","1.404193779","0","1.625","0.079356188","4","2.225214092","5.733341277","0.919957418","7.128819186"
"397","L","Olefins","Cyclic","1,5-cyclooctadiene","C1CC=CCCC=C1","C8H12","Marquardt (2015)","IQT","25.7","0","5.298098471","1.59E-14","0","-0.05312384","1.1875","0","0","0","0.030946755","4","1.429623081","5.081404365","0.707106781","7.04159296"
"398","L","Olefins","","hept-2-ene","CCCCC=CC","C7H14","NREL (2014)","20% Blend, CFR","44","0.5","4.574035097","-0.1","0","-0.039526667","1.5","0","0","0.857142857","0.042104742","2","1.426624494","4.574710979","0.176776695","6.971310512"
"399","L","Olefins","Cyclic","ethenylcyclohexane","C=CC1CCCCC1","C8H14","Creton (2011)","Unknown","38","0.125","4.654328453","1.45E-14","0.353553391","-0.042924","1.3125","0.594861352","0","0","0.136657585","2","1.596630104","5.342334252","0.348461713","7.015653705"
"400","L","Olefins","","1-decene","CCCCCCCCC=C","C10H20","Marquardt (2015)","IQT","49.1","0.777777778","4.350745606","-0.068965517","0","-0.071148","1.5","0","0","0.892307692","0.046090012","2","2.021931462","5.056245805","0.426776695","6.972268658"
"401","L","Olefins","","1-hexene","CCCCC=C","C6H12","NREL (2014)","IQT","25.8","0.6","4.650231262","-0.117647059","0","-0.039526667","1.5","0","0","0","0.049314656","2","1.131075451","4.343805422","0","6.957730054"
"402","L","Olefins","","2,2,6,6,8,8-hexamethyl-4-methylene-nonane","C=C(CC(C)(C)C)CC(C)(C)CC(C)(C)C","C16H32","Creton (2011)","Unknown","5","0.4","6.111884047","-0.042553191","2.090990258","0.126485333","1.5","6.293131055","0","2.051185345","0.148764214","2","2.457539916","6.34738921","0.981220789","7.172197677"
"403","L","Olefins","","1-heptene","CCCCCC=C","C7H14","NREL (2014)","IQT","32","0.666666667","4.531794474","-0.1","0","-0.047432","1.5","0","0","0.892857143","0.055307958","2","1.399123447","4.574710979","0.176776695","6.963498087"
"404","L","Olefins","","1-octene","CCCCCCC=C","C8H16","NREL (2014)","IQT","40","0.714285714","4.453710341","-0.086956522","0","-0.055337333","1.5","0","0","0.821428571","0.037484817","2","1.604668603","4.762173935","0.25","6.9673784"
"405","L","Olefins","","1-hexadecene","CCCCCCCCCCCCCCC=C","C16H32","NREL (2014)","IQT","75.9","0.866666667","4.211919747","-0.042553191","0","-0.11858","1.5","0","0","0.947580645","0.042685055","2","2.805422948","5.624017506","0.957106781","6.978622142"
"406","L","Olefins","","diethylene glycol monomethyl ether","OCCOCCOC","C5H12O3","Marquardt (2015)","IQT","38.3","0.714285714","9.331019931","-0.101044341","0","-1.67605068","2.053505053","0","0","0.687210992","0.014075591","0","1.206185845","4.762173935","0.25","7.983493455"
"407","L","Olefins","","1-dodecene","CCCCCCCCCCC=C","C12H24","NREL (2014)","IQT","56.8","0.818181818","4.287726624","-0.057142857","0","-0.086958667","1.5","0","0","0.921052632","0.044808097","2","2.360813238","5.283203729","0.603553391","6.975224308"
"408","L","Olefins","","2-methyl-1,3-butadiene","CC(=C)C=C","C5H8","Marquardt (2015)","IQT","13","0.25","8.432714409","-0.133333333","0.144337567","0.002946959","1.3","0","0","0","0.005693241","4","0.399277246","4.394449155","0","7.120267111"
"409","L","Olefins","","7,10-dimethyl-8-hexadecene","CCCCCCC(C)C=CC(C)CCCCCC","C18H36","NREL (2014)","Unknown","43","0.705882353","4.567052586","-0.037735849","0.60549886","-0.079053333","1.5","0.81305253","0","0.903409091","0.034056476","2","2.931485599","5.932245187","1.099292352","7.008029549"
"410","V","Olefins","","2,5-dimethyl-2,4-hexadiene","CC(=CC=C(C)C)C","C8H14","Marquardt (2015)","IQT","19.9","0.142857143","6.892189158","-0.083333333","0.333333333","0.026656","1.375","0.333333333","0","0","0.014725368","4","1.730289304","5.105945474","0","7.165277889"
"411","V","Olefins","","1-nonene","CCCCCCCC=C","C9H18","NREL (2014)","Unknown","51","0.75","4.394655042","-0.076923077","0","-0.063242667","1.5","0","0","0.866666667","0.050541907","2","1.819860123","4.919980926","0.338388348","6.970167375"
"412","V","Olefins","","7-hexyl-7-pentadecene","CCCCCCCC=C(CCCCCC)CCCCCC","C21H42","NREL (2014)","Unknown","47","0.8","4.339774374","-0.032258065","0.306186218","-0.11858","1.5","0.612372436","0","1.011463845","0.13245366","2","3.072992658","6.023447593","1.572213031","6.995448771"
"413","V","Olefins","","3-octene","CCCCC=CCC","C8H16","Marquardt (2015)","IQT","36","0.571428571","4.564376287","-0.086956522","0","-0.047432","1.5","0","0","0.8984375","0.034220409","2","1.671367871","4.762173935","0.25","6.966386231"
"414","V","Olefins","","2,4,4-trimethyl-1-pentene","CC(=C)CC(C)(C)C","C8H16","NREL (2014)","IQT","8.8","0.285714286","6.405085665","-0.086956522","0.655330086","0.047432","1.5","2.041241452","0","0","0.140460824","2","2.19660799","5.416100402","0","7.158293923"
"415","V","Olefins","","2-octene","CCCCCC=CC","C8H16","NREL (2014)","20% Blend, CFR","43","0.571428571","4.482537288","-0.086956522","0","-0.047432","1.5","0","0","0.924107143","0.044302348","2","1.661310387","4.762173935","0.25","6.974062538"
"416","V","Olefins","","2,6-dimethylheptane","CC(C)CCCC(C)C","C9H20","NREL (2014)","20% Blend, CFR","51","0.5","4.670800004","-0.079365079","0.577350269","-0.016496861","1.611111111","0.40824829","0","1.503703704","0.031260937","0","2.247693468","5.220355825","0.471404521","7.019816333"
"417","V","Olefins","","1-undecene","CCCCCCCCCC=C","C11H22","NREL (2014)","Unknown","65.5","0.8","4.316084525","-0.0625","0","-0.079053333","1.5","0","0","0.909090909","0.047501278","2","2.202731497","5.176149733","0.515165043","6.973908683"
"418","V","Olefins","","1-tetradecene","CCCCCCCCCCCCC=C","C14H28","NREL (2014)","Unknown","80.9","0.846153846","4.243157733","-0.048780488","0","-0.102769333","1.5","0","0","0.937142857","0.043752854","2","2.615606142","5.468060141","0.780330086","6.97720378"
"419","T","Olefins","","2,6,7-trimethyl-2,6-tridecadiene","CCCCCCC(=C(C)CCC=C(C)C)C","C16H30","NREL (2014)","Unknown","24","0.533333333","5.237924465","-0.041666667","1.057677536","-0.007486904","1.4375","1.24456426","0","1.161057692","0.078446069","4","2.675202855","5.905361848","1.011098667","7.075222769"
"420","T","Olefins","","4-butyl-4-dodecene","CCCC(CCCC)=CCCCCCCC","C16H32 ","NREL (2014)","Unknown","45","0.733333333","4.465947682","-0.042553191","0.306186218","-0.079053333","1.5","0.65464793","0","0.94150641","0.110169579","2","2.777086236","5.746203191","1.05464934","6.998512364"
"421","T","Olefins","","5-butyl-4-dodecene","CCCC=C(CCCC)CCCCCCC","C16H32 ","NREL (2014)","Unknown","45","0.733333333","4.462949148","-0.042553191","0.306186218","-0.079053333","1.5","0.612372436","0","0.944196429","0.149298084","2","2.708777931","5.746203191","1.11059856","6.998512364"
"422","T","Olefins","","3,12-diethyl-3,11-tetradecadiene","C(C(CC)=CCCCCCCC=C(CC)CC)C","C18H34","NREL (2014)","Unknown","26","0.647058824","4.846874415","-0.037037037","0.781474414","-0.055571219","1.444444444","1.189722705","0","0.949206349","0.116215799","4","2.985267979","5.963579344","1.018037688","7.028629856"
"423","T","Olefins","","1-octadecene","CCCCCCCCCCCCCCCCC=C","C18H36","NREL (2014)","Unknown","90","0.882352941","4.1875755","-0.037735849","0","-0.134390667","1.5","0","0","0.954954955","0.041634977","2","2.948379639","5.758901774","1.133883476","6.979688359"
"424","T","Olefins","","8-propyl-8-pentadecene","CCCCCCCC(CCC)=CCCCCCC","C18H36","NREL (2014)","Unknown","45","0.764705882","4.408879155","-0.037735849","0.306186218","-0.094864","1.5","0.65464793","0","0.970328283","0.142139613","2","2.944970201","5.866468057","1.247980765","6.997048892"
"425","T","Olefins","","10,13-dimethyl-11-doeicosene","CCCCCCCCCC(C)C=CC(C)CCCCCCCCC","C24H48","NREL (2014)","Unknown","56","0.782608696","4.415948112","-0.028169014","0.60549886","-0.126485333","1.5","0.81305253","0","0.930443548","0.033354308","2","3.194325984","6.208590026","1.643059165","7.002293857"
